# {
#     "changing_threshold": 0.1,
#     "command": "/SAN/vyplab/alb_projects/pipelines/splicing/env/bin/voila tsv /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/builder/splicegraph.sql /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi/Control6-TDP43KD6.deltapsi.voila -f /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi_voila_tsv/Control6-TDP43KD6.psi.tsv --threshold 0.1",
#     "group_sizes": {
#         "Control6": 4,
#         "TDP43KD6": 4
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.3"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	Control6_mean_psi	TDP43KD6_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
TAB2	ENSG00000055208.19	ENSG00000055208.19:s:149317712-149318015	0.0701;-0.2031;0.1103	3.253e-01;8.939e-01;5.424e-01	1.405e-01;4.620e-03;5.722e-02	0.0789;0.8531;0.0678	0.1809;0.6270;0.1860	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;1	chr6	+	149318015-149342685;149318015-149369909;149318015-149378018	149317712-149318015;149342657-149342833;149369909-149370099;149378018-149378529		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A149378529-149317712
KMT2C	ENSG00000055609.21	ENSG00000055609.21:s:152358587-152358675	-0.0000;0.1683;-0.1680	6.541e-21;8.642e-01;8.628e-01	1.000e+00;6.922e-03;7.038e-03	0.0017;0.0926;0.9057	0.0015;0.2686;0.7300	s|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;0	chr7	-	152344255-152358587;152330742-152358587;152330739-152358587	152330172-152330742;152344187-152344255;152358587-152358675		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A152358675-152330172
KMT2C	ENSG00000055609.21	ENSG00000055609.21:t:152330172-152330742	0.1683;-0.1680;-0.0000	8.642e-01;8.628e-01;6.541e-21	6.922e-03;7.038e-03;1.000e+00	0.0926;0.9057;0.0017	0.2686;0.7300;0.0015	t|1e1.1o1|2e1.1o1|2e2.1o1	3	3	0;0;0	chr7	-	152330742-152358587;152330739-152358587;152330739-152344187	152330172-152330742;152344187-152344255;152358587-152358675		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A152358675-152330172
PUM2	ENSG00000055917.16	ENSG00000055917.16:t:20331717-20331937	0.2450;-0.2450	8.236e-01;8.236e-01	6.202e-03;6.202e-03	0.3341;0.6659	0.6033;0.3967	t|1e1.1o1|1e2.1o1	2	3	1;0	chr2	-	20331937-20350597;20331937-20332967	20331717-20331937;20332967-20333063;20350597-20350702		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A20350702-20331717
CROCC	ENSG00000058453.17	ENSG00000058453.17:s:16953302-16953481	0.1759;-0.1759	7.997e-01;7.997e-01	1.258e-02;1.258e-02	0.3170;0.6830	0.5170;0.4830	s|1e1.1o1|i	2	2	0;0	chr1	+	16953481-16954223;16953482-16954222	16953302-16953481;16954223-16954362	16953482-16954222	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A16954362-16953302
CROCC	ENSG00000058453.17	ENSG00000058453.17:s:16970636-16970967	0.1587;-0.1587	6.716e-01;6.716e-01	2.170e-02;2.170e-02	0.5417;0.4583	0.7407;0.2593	s|1e1.1o1|1e2.1o1	2	3	0;1	chr1	+	16970767-16971465;16970767-16972360	16970636-16970967;16971465-16971647;16972360-16972964		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A16972964-16970636
UNKL	ENSG00000059145.19	ENSG00000059145.19:s:1367092-1367349	0.2437;-0.2437	8.062e-01;8.062e-01	6.940e-03;6.940e-03	0.3006;0.6994	0.5844;0.4156	s|1e1.1o1|2e1.1o1	2	2	0;0	chr16	-	1366395-1367242;1366395-1367092	1366278-1366395;1367092-1367349		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A1367349-1366278
UNKL	ENSG00000059145.19	ENSG00000059145.19:s:1414615-1414751	0.1566;-0.0033;-0.1407	6.814e-01;4.983e-03;6.485e-01	2.181e-02;7.896e-01;2.851e-02	0.6411;0.0329;0.3220	0.8405;0.0105;0.1482	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;1	chr16	-	1414055-1414615;1414009-1414615;1403344-1414615	1403208-1403344;1413846-1414078;1414615-1414751		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A1414751-1403208
UNKL	ENSG00000059145.19	ENSG00000059145.19:t:1403208-1403344	-0.1027;0.0856;0.0022	4.895e-01;4.097e-01;1.777e-03	6.050e-02;8.405e-02;9.050e-01	0.2963;0.7002;0.0039	0.1567;0.8272;0.0058	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr16	-	1403344-1414615;1403344-1413846;1403344-1407267	1403208-1403344;1407267-1407341;1413846-1414078;1414615-1414751		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A1414751-1403208
GUCY1B1	ENSG00000061918.14	ENSG00000061918.14:s:155799877-155800074	-0.0652;0.1051;-0.0114	2.634e-01;5.531e-01;8.562e-03	1.810e-01;5.636e-02;6.787e-01	0.1048;0.8469;0.0529	0.0240;0.9634;0.0113	s|1e1.1o3|1e1.2o3|1e1.3o3	3	2	0;0;0	chr4	+	155800074-155802213;155800074-155802342;155800074-155802441	155799877-155800074;155802213-155802579		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A155802579-155799877
ELMO2	ENSG00000062598.18	ENSG00000062598.18:s:46406548-46406632	0.0001;0.1243;-0.1231;-0.0070	1.242e-06;5.975e-01;6.038e-01;6.879e-02	9.945e-01;3.973e-02;4.085e-02;4.278e-01	0.0018;0.3866;0.4569;0.1526	0.0123;0.5427;0.3111;0.1407	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	4	4	1;0;0;0	chr20	-	46399971-46406548;46398771-46406548;46394532-46406548;46394503-46406548	46394308-46394532;46398697-46398771;46399903-46399971;46406548-46406632		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A46406632-46394308
SEZ6	ENSG00000063015.20	ENSG00000063015.20:t:28954901-28955994	0.0185;0.0063;-0.1005;0.0334	1.141e-02;9.490e-02;4.966e-01;3.419e-02	5.969e-01;3.705e-01;6.643e-02;4.684e-01	0.0012;0.4797;0.5157;0.0058	0.0521;0.4892;0.3906;0.0711	t|1e1.1o1|1e2.1o1|2e2.1o1|3e1.1o1	4	3	1;0;0;0	chr17	-	28955994-28956350;28955994-28956159;28955978-28956159;28955847-28956350	28954901-28955994;28956159-28956261;28956350-28956468		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A28956468-28954901
EPN1	ENSG00000063245.15	ENSG00000063245.15:s:55676625-55677218	0.1215;-0.1215	6.715e-01;6.715e-01	2.826e-02;2.826e-02	0.0080;0.9920	0.1538;0.8462	s|1e1.1o1|1e2.3o3	2	3	0;1	chr19	+	55677218-55677550;55677218-55678527	55676625-55677218;55677550-55677734;55678483-55678855		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A55678855-55676625
MTMR1	ENSG00000063601.17	ENSG00000063601.17:s:150750730-150750843	0.1060;-0.1425;0.0080	5.615e-01;7.558e-01;2.790e-03	5.318e-02;1.964e-02;7.548e-01	0.0355;0.9548;0.0081	0.1589;0.8051;0.0397	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chrX	+	150750843-150751030;150750843-150755689;150750843-150762565	150750730-150750843;150751030-150751289;150755689-150755865;150762565-150762737		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A150762737-150750730
ADCK1	ENSG00000063761.16	ENSG00000063761.16:t:77923232-77924606	-0.1623;0.1698;-0.0008	8.351e-01;8.291e-01;5.588e-04	9.125e-03;9.409e-03;9.018e-01	0.2103;0.7709;0.0248	0.0260;0.9587;0.0169	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr14	+	77899258-77924457;77907919-77924457;77908378-77924457	77899100-77899258;77907803-77907919;77908177-77908378;77923232-77924606		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A77924606-77899100
CDON	ENSG00000064309.16	ENSG00000064309.16:s:126019619-126019765	0.0000;-0.1061;0.1055	5.922e-06;5.062e-01;5.040e-01	9.973e-01;5.922e-02;6.000e-02	0.0034;0.9167;0.0801	0.0045;0.7800;0.2158	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr11	-	126018866-126019619;126018473-126019619;126017375-126019619	126016281-126017375;126018330-126018473;126018769-126018866;126019619-126019765		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A126019765-126016281
LPAR2	ENSG00000064547.14	ENSG00000064547.14:s:19628092-19628221	0.2195;-0.0390;-0.0001;-0.0000;-0.1261	8.902e-01;8.606e-02;1.913e-06;1.162e-08;6.070e-01	4.392e-03;3.717e-01;9.966e-01;9.999e-01;3.838e-02	0.5816;0.0781;0.0097;0.0016;0.3205	0.8115;0.0012;0.0012;0.0012;0.1848	s|1e1.1o1|1e2.1o1|1e3.1o3|1e3.2o3|1e3.3o3	5	4	0;0;1;0;0	chr19	-	19627969-19628092;19627504-19628092;19627396-19628092;19627346-19628092;19627284-19628092	19626543-19627396;19627397-19627504;19627848-19627969;19628092-19628221		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A19628221-19626543
SUGP2	ENSG00000064607.17	ENSG00000064607.17:s:18993462-18993799	0.1383;-0.1019;-0.0202;-0.0046	5.458e-01;4.767e-01;5.918e-02;2.440e-01	3.267e-02;7.845e-02;4.515e-01;1.633e-01	0.4048;0.1331;0.0680;0.3524	0.5986;0.0029;0.0259;0.3718	s|1e2.1o1|2e1.1o3|2e1.3o3|2e2.1o1	4	3	0;0;1;0	chr19	-	18991149-18993648;18991742-18993638;18991540-18993638;18991149-18993638	18990888-18991149;18991268-18991742;18993462-18993799		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A18993799-18990888
ADAT1	ENSG00000065457.11	ENSG00000065457.11:s:75622497-75623300	0.1038;-0.0000;-0.0000;0.0243;-0.1396	5.588e-01;6.268e-21;6.268e-21;3.661e-02;7.605e-01	5.833e-02;1.000e+00;1.000e+00;4.853e-01;1.887e-02	0.0918;0.0008;0.0008;0.0350;0.8643	0.2175;0.0008;0.0008;0.0680;0.7069	s|1e1.1o1|1e2.1o1|2e1.1o1|3e2.1o1|i	5	3	0;0;0;1;0	chr16	-	75622464-75623238;75620820-75623238;75622464-75622792;75620820-75622497;75622467-75622496	75620631-75620820;75622403-75622466;75622497-75623300	75622467-75622496	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A75623300-75620631
PDIA5	ENSG00000065485.20	ENSG00000065485.20:t:123145522-123145592	-0.1144;0.1120;-0.0024	5.951e-01;5.625e-01;2.101e-02	4.866e-02;5.259e-02;5.870e-01	0.2120;0.6823;0.1114	0.0845;0.8121;0.1086	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr3	+	123124343-123145522;123130616-123145522;123144829-123145522	123124272-123124343;123130480-123130616;123144507-123144829;123145522-123145592		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A123145592-123124272
MYLK	ENSG00000065534.19	ENSG00000065534.19:s:123620207-123620336	0.1496;-0.1496	7.427e-01;7.427e-01	2.003e-02;2.003e-02	0.7312;0.2688	0.9023;0.0977	s|1e1.1o2|1e1.2o2	2	2	0;0	chr3	-	123618770-123620207;123618767-123620207	123616352-123618770;123620207-123620336		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A123620336-123616352
MYLK	ENSG00000065534.19	ENSG00000065534.19:s:123648971-123649064	0.1183;-0.1183	5.622e-01;5.622e-01	4.473e-02;4.473e-02	0.6961;0.3039	0.8527;0.1473	s|1e1.1o1|1e2.1o1	2	3	0;0	chr3	-	123647427-123648971;123640504-123648971	123640287-123640504;123646960-123647427;123648971-123649064		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A123649064-123640287
MYLK	ENSG00000065534.19	ENSG00000065534.19:t:123640287-123640504	-0.1253;0.1253	6.087e-01;6.087e-01	3.850e-02;3.850e-02	0.2884;0.7116	0.1251;0.8749	t|1e1.1o1|1e2.1o1	2	3	0;0	chr3	-	123640504-123648971;123640504-123647224	123640287-123640504;123646960-123647427;123648971-123649064		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A123649064-123640287
FAM107B	ENSG00000065809.14	ENSG00000065809.14:t:14530332-14530515	0.0000;0.1289;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1175;0.0000;0.0000;-0.0200;-0.0000	6.541e-21;6.664e-01;6.541e-21;6.541e-21;6.541e-21;6.541e-21;1.531e-10;6.541e-21;6.035e-01;6.541e-21;6.541e-21;2.191e-03;6.541e-21	1.000e+00;3.164e-02;1.000e+00;1.000e+00;1.000e+00;1.000e+00;9.992e-01;1.000e+00;4.396e-02;1.000e+00;1.000e+00;6.004e-01;1.000e+00	0.0002;0.3606;0.0002;0.0002;0.0002;0.0002;0.0030;0.0002;0.5735;0.0002;0.0002;0.0597;0.0026	0.0002;0.5049;0.0002;0.0059;0.0002;0.0002;0.0119;0.0002;0.4384;0.0002;0.0059;0.0313;0.0002	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o3|1e4.2o3|1e4.3o3|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1|1e10.1o1|1e11.1o1	13	12	0;0;0;0;0;0;0;0;0;0;0;1;0	chr10	-	14530515-14667634;14530515-14604240;14530515-14572229;14530515-14571991;14530515-14571924;14530515-14571763;14530515-14556362;14530515-14556016;14530515-14553322;14530515-14548440;14530515-14542579;14530515-14538520;14530515-14532587	14530332-14530515;14532587-14532710;14538520-14538593;14542579-14542686;14548440-14548670;14553322-14553454;14556016-14556180;14556362-14556414;14571763-14572189;14572229-14572339;14604240-14604418;14667634-14667691		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A14667691-14530332
PPP2R5A	ENSG00000066027.12	ENSG00000066027.12:t:212333497-212333598	0.1781;-0.0000;-0.1717	7.759e-01;1.800e-03;7.450e-01	1.308e-02;7.992e-01;1.573e-02	0.1410;0.0295;0.8308	0.3315;0.0307;0.6346	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	1;1;0	chr1	+	212286291-212333497;212329270-212333497;212329331-212333497	212285410-212286291;212329135-212329331;212333497-212333598		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A212333598-212285410
MSANTD3	ENSG00000066697.15	ENSG00000066697.15:t:100441906-100442394	-0.0127;0.1034;-0.0914	6.895e-02;5.413e-01;4.563e-01	4.319e-01;6.026e-02;8.588e-02	0.5595;0.2307;0.2018	0.5566;0.3483;0.0942	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr9	+	100427393-100441906;100427570-100441906;100429662-100441906	100427143-100427393;100427429-100427570;100429506-100429662;100441906-100442394		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A100442394-100427143
MYO9A	ENSG00000066933.16	ENSG00000066933.16:s:71848845-71848968	-0.1501;0.1501	7.908e-01;7.908e-01	1.523e-02;1.523e-02	0.2102;0.7898	0.0518;0.9482	s|1e1.1o1|1e2.1o1	2	3	0;0	chr15	-	71847468-71848845;71830311-71848845	71830109-71830311;71847415-71847468;71848845-71848968		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A71848968-71830109
MYO9A	ENSG00000066933.16	ENSG00000066933.16:t:71830109-71830311	0.1664;-0.1664	8.198e-01;8.198e-01	1.048e-02;1.048e-02	0.7697;0.2303	0.9363;0.0637	t|1e1.1o1|1e2.1o1	2	3	0;0	chr15	-	71830311-71848845;71830311-71847415	71830109-71830311;71847415-71847468;71848845-71848968		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A71848968-71830109
PFKP	ENSG00000067057.18	ENSG00000067057.18:t:3125097-3125249	0.0000;-0.1357;0.1339	8.620e-06;6.034e-01;5.969e-01	9.965e-01;3.265e-02;3.370e-02	0.0036;0.3545;0.6420	0.0047;0.1852;0.8102	t|1e1.1o1|1e2.1o1|i	3	3	0;1;1	chr10	+	3118869-3125097;3124577-3125097;3120045-3125096	na-3124577;3118782-3118869;3125097-3125249	3120045-3125096	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A3125249-3118782
PLPP1	ENSG00000067113.17	ENSG00000067113.17:s:55534572-55534969	-0.0000;-0.0717;0.2196;-0.1072	3.200e-07;3.375e-01;8.733e-01;4.801e-01	9.995e-01;1.328e-01;5.106e-03;5.501e-02	0.0027;0.1600;0.2402;0.5820	0.0021;0.0583;0.4964;0.4461	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr5	-	55530527-55534572;55491114-55534572;55475450-55534572;55468149-55534572	55467869-55468290;55475299-55475450;55490960-55491114;55530436-55530527;55534572-55534969		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A55534969-55467869
PLPP1	ENSG00000067113.17	ENSG00000067113.17:t:55467869-55468290	-0.0459;0.1351;-0.0514	2.514e-01;6.406e-01;2.586e-01	1.674e-01;3.170e-02;1.638e-01	0.6670;0.0625;0.2510	0.5829;0.2278;0.1798	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr5	-	55468149-55534572;55468149-55490960;55468149-55475299	55467869-55468290;55475299-55475450;55490960-55491114;55534572-55534969		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A55534969-55467869
CACNB1	ENSG00000067191.16	ENSG00000067191.16:t:39184784-39184864	-0.1069;-0.0548;0.1863	5.190e-01;2.116e-01;7.833e-01	5.311e-02;2.196e-01;1.165e-02	0.5135;0.1123;0.3587	0.3668;0.0379;0.5969	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr17	-	39184864-39186496;39184864-39185950;39184864-39185131	39184784-39184864;39185131-39185150;39185950-39186104;39186423-39186572		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A39186572-39184784
EVI5	ENSG00000067208.15	ENSG00000067208.15:s:92563642-92563737	0.0221;-0.2012;0.1636	4.370e-02;9.329e-01;7.897e-01	4.850e-01;1.482e-03;1.372e-02	0.0268;0.2479;0.7354	0.0668;0.0034;0.9299	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	1;1;0	chr1	-	92536049-92563642;92536046-92563642;92513970-92563642	92508696-92513970;92536037-92536049;92563642-92563737		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A92563737-92508696
EVI5	ENSG00000067208.15	ENSG00000067208.15:t:92508696-92513970	0.2465;-0.2251;-0.0017	9.769e-01;9.543e-01;3.257e-04	4.466e-04;1.174e-03;9.309e-01	0.6902;0.2958;0.0243	0.9444;0.0520;0.0034	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;1	chr1	-	92513970-92563642;92513970-92536037;92513970-92518696	92508696-92513970;92518696-na;92536037-92536049;92563642-92563737		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A92563737-92508696
EVI5	ENSG00000067208.15	ENSG00000067208.15:t:92636202-92636336	-0.0354;-0.0811;0.1317	1.367e-01;3.931e-01;6.049e-01	3.009e-01;8.947e-02;3.441e-02	0.1187;0.5247;0.3487	0.0687;0.4243;0.5185	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr1	-	92636336-92665939;92636336-92663420;92636336-92662719	92636202-92636336;92662719-92662865;92663420-92663452;92665939-92665992		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A92665992-92636202
DHX29	ENSG00000067248.10	ENSG00000067248.10:t:55297285-55297398	0.1413;-0.1413	7.004e-01;7.004e-01	2.467e-02;2.467e-02	0.0093;0.9907	0.1795;0.8205	t|1e1.1o1|1e2.1o1	2	3	0;0	chr5	-	55297398-55307387;55297398-55298591	55297285-55297398;55298591-55298664;55307387-55307694		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A55307694-55297285
PMS2P4	ENSG00000067601.8	ENSG00000067601.8:s:67297217-67297303	-0.0721;-0.0466;0.1481	3.416e-01;9.848e-02;7.764e-01	1.325e-01;3.448e-01;1.720e-02	0.2036;0.0772;0.7129	0.1084;0.0113;0.8767	s|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;1;0	chr7	-	67297049-67297217;67295976-67297217;67295801-67297217	67295608-67295976;67296937-67297049;67297217-67297303		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A67297303-67295608
HYAL2	ENSG00000068001.14	ENSG00000068001.14:t:50319569-50320535	0.0000;-0.0000;0.1256;0.0000;-0.0682;0.0000;-0.0354	6.268e-21;6.268e-21;6.879e-01;6.268e-21;2.782e-01;6.268e-21;1.135e-01	1.000e+00;1.000e+00;3.075e-02;1.000e+00;1.750e-01;1.000e+00;3.306e-01	0.0004;0.0060;0.6386;0.0004;0.1564;0.0004;0.1951	0.0003;0.0003;0.7763;0.0003;0.0758;0.0025;0.1412	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o2|1e4.2o2|i	7	5	0;0;0;0;0;0;0	chr3	-	50320535-50322653;50320535-50321568;50320535-50321366;50320535-50321038;50320535-50320882;50320535-50320837;50320536-50320836	50319569-50320535;50320837-50320987;50321038-50321217;50321366-50321773;50322653-50322782	50320536-50320836	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A50322782-50319569
HDAC4	ENSG00000068024.17	ENSG00000068024.17:t:239094574-239095056	0.1112;-0.1537;0.0096	5.623e-01;7.313e-01;6.658e-03	5.210e-02;1.967e-02;7.142e-01	0.1015;0.8959;0.0023	0.2301;0.7294;0.0442	t|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;1	chr2	-	239095056-239102791;239095056-239102776;239095056-239096773	239094574-239095056;239096773-na;239102609-239102896		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A239102896-239094574
TTC7A	ENSG00000068724.17	ENSG00000068724.17:t:46950363-46950526	0.0400;0.0526;-0.1095	1.374e-01;2.447e-01;5.449e-01	2.991e-01;1.890e-01;5.318e-02	0.0448;0.1242;0.8245	0.1080;0.2137;0.6860	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr2	+	46916577-46950363;46917277-46950363;46941725-46950363	46916157-46916577;46917184-46917277;46941224-46941725;46950363-46950526		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A46950526-46916157
IP6K2	ENSG00000068745.15	ENSG00000068745.15:t:48693448-48694240	-0.0956;0.0001;0.1013;-0.0172;0.0058	4.814e-01;1.738e-09;5.194e-01;1.263e-03;2.590e-02	8.294e-02;9.931e-01;6.804e-02;6.185e-01;5.644e-01	0.3034;0.0170;0.2783;0.0525;0.3423	0.1923;0.0237;0.3897;0.0266;0.3593	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|i	5	4	0;0;0;0;0	chr3	-	48694240-48695090;48694240-48694702;48694240-48694694;48694240-48694459;48694241-48694344	48693448-48694240;48694345-48694525;48694624-48694841;48694872-48695421	48694241-48694344	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A48695421-48693448
PIGB	ENSG00000069943.10	ENSG00000069943.10:s:55341738-55341802	-0.1271;0.1271	5.972e-01;5.972e-01	3.725e-02;3.725e-02	0.8540;0.1460	0.6823;0.3177	s|1e1.1o1|1e2.1o1	2	3	0;1	chr15	+	55341802-55350699;55341802-55354798	55341738-55341802;55349519-55350912;55354585-55354978		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A55354978-55341738
RAB27A	ENSG00000069974.16	ENSG00000069974.16:t:55234782-55234956	0.1117;-0.0748;0.0046;0.0000;-0.0323;0.0000	5.062e-01;3.496e-01;8.266e-03;1.069e-04;1.188e-01;1.069e-04	5.346e-02;9.354e-02;8.001e-01;9.895e-01;3.264e-01;9.895e-01	0.0037;0.9109;0.0037;0.0037;0.0754;0.0037	0.1522;0.7971;0.0243;0.0040;0.0040;0.0040	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	6	7	1;0;0;0;0;0	chr15	-	55234956-55289716;55234956-55270165;55234956-55259921;55234956-55248952;55234956-55238403;55234956-55237316	55234782-55234956;55237316-55237442;55238118-55238491;55248952-55249035;55259921-55260023;55269794-55270394;55289716-55289813		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A55289813-55234782
SPTB	ENSG00000070182.21	ENSG00000070182.21:s:64766399-64766801	0.1588;-0.1588	6.622e-01;6.622e-01	2.231e-02;2.231e-02	0.0778;0.9222	0.2715;0.7285	s|1e1.1o1|i	2	2	0;1	chr14	-	64753793-64766726;64763841-64766398	64753537-64757541;64766399-64766801	64763841-64766398	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A64766801-64753537
SLC44A1	ENSG00000070214.16	ENSG00000070214.16:t:105389187-105397346	-0.0002;0.1383;0.0000;-0.1406	9.227e-06;7.247e-01;1.956e-07;7.339e-01	9.896e-01;2.589e-02;9.996e-01;2.409e-02	0.0110;0.0021;0.0021;0.9846	0.0026;0.1767;0.0026;0.8184	t|1e3.1o1|2e1.1o2|3e2.1o1|i	4	4	0;0;0;0	chr9	+	105389108-105389187;105385502-105389904;105386741-105395497;105389109-105389186	105385422-105385703;105386688-105386741;105389033-105389108;105389187-105397346	105389109-105389186	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A105397346-105385422
ZXDC	ENSG00000070476.15	ENSG00000070476.15:t:126439632-126439727	-0.0038;0.1011;0.0000;-0.0910	1.063e-02;4.908e-01;5.590e-06;4.366e-01	6.751e-01;7.299e-02;9.977e-01;8.256e-02	0.0470;0.0126;0.0027;0.9407	0.0302;0.1449;0.0037;0.8177	t|1e1.1o2|1e2.1o1|1e3.1o1|1e4.1o1	4	5	1;1;1;0	chr3	-	126439727-126461535;126439727-126459653;126439727-126448860;126439727-126441765	126439632-126439727;126441765-126443409;126448860-na;126459653-126459737;126461083-126462220		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A126462220-126439632
ARHGAP10	ENSG00000071205.12	ENSG00000071205.12:t:148064416-148064507	-0.1275;0.1275	5.818e-01;5.818e-01	3.821e-02;3.821e-02	0.4408;0.5592	0.2622;0.7378	t|1e1.1o1|1e2.1o1	2	3	0;0	chr4	+	148047051-148064416;148063300-148064416	148046892-148047051;148063148-148063300;148064416-148064507		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A148064507-148046892
